Nombre,Plataforma,Fecha_Salida,Score,Score_Jugadores,Desarrollador,Genero,Jugadores,Criticos,Usuarios,Anio,Mes,Numero_Dia,Nombre_Dia,Lista_Generos
Deru - The Art of Cooperation,Switch,2018-11-07,79,80.0,InkKit,"puzzle,general",1,7,6,2018,11,7,Mie,"['puzzle', 'general']"
Steredenn: Binary Stars,Switch,2018-03-08,79,81.0,PlugInDigital,"action,shooter,shoot-'em-up,horizontal",1,12,21,2018,3,8,Jue,"['action', 'horizontal', 'shooter', ""shoot-'em-up""]"
Zwei: The Ilvard Insurrection,PC,2017-10-31,79,73.0,Falcom,"role-playing,actionrpg",1,8,7,2017,10,31,Mar,"['role-playing', 'actionrpg']"
Torment: Tides of Numenera,XboxOne,2017-02-28,79,67.0,InXileEntertainment,"general,role-playing,western-style",No info,12,40,2017,2,28,Mar,"['role-playing', 'western-style', 'general']"
Hand of Fate,PlayStation4,2015-02-17,79,74.0,DefiantDevelopment,"role-playing,miscellaneous,general,board/cardgame",No info,15,54,2015,2,17,Mar,"['miscellaneous', 'role-playing', 'general', 'board/cardgame']"
Outland,PC,2014-09-29,79,72.0,"Housemarque,KnockoutGames","action,platformer,2d",No info,9,59,2014,9,29,Lun,"['2d', 'action', 'platformer']"
Stick it to the Man!,PC,2013-12-13,79,73.0,Zoink!,"action,platformer,3d",1,7,70,2013,12,13,Vie,"['action', 'platformer', '3d']"
Street Fighter X Tekken,PC,2012-05-11,79,63.0,"Capcom,QLOC","action,fighting,fighting,3d,2d,3d",No info,8,148,2012,5,11,Vie,"['2d', 'action', 'fighting', '3d']"
Assault Heroes,Xbox360,2006-12-13,79,74.0,WanakoStudios,"action,shooter,shooter,scrolling,scrolling,shoot-'em-up,vertical",2,16,20,2006,12,13,Mie,"['shooter', 'vertical', 'scrolling', 'action', ""shoot-'em-up""]"
Guilty Gear X,PlayStation2,2001-09-30,79,78.0,ArcSystemWorks,"action,fighting,2d",2,15,21,2001,9,30,Dom,"['2d', 'action', 'fighting']"
Perfect Dark,Xbox360,2010-03-17,79,85.0,4JStudios,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",No info,46,109,2010,3,17,Mie,"['arcade', 'first-person', 'sci-fi', 'shooter', 'action']"
Frozen Cortex,PC,2015-02-19,79,65.0,Mode7Games,"general,sports,team,futuristic",No info,11,29,2015,2,19,Jue,"['team', 'sports', 'futuristic', 'general']"
Burnout Paradise Remastered,XboxOne,2018-03-16,79,70.0,"CriterionGames,STELLARENTERTAINMENTSOFTWARELTD","racing,arcade,automobile",>4,30,46,2018,3,16,Vie,"['racing', 'arcade', 'automobile']"
Tacoma,XboxOne,2017-08-02,79,64.0,"TheFullbrightCompany,Fullbright","adventure,general",No info,20,53,2017,8,2,Mie,"['adventure', 'general']"
Sphinx and the Cursed Mummy,GameCube,2003-11-10,79,84.0,EurocomEntertainmentSoftware,"actionadventure,fantasy",1,22,16,2003,11,10,Lun,"['actionadventure', 'fantasy']"
Gears of War: Judgment,Xbox360,2013-03-19,79,56.0,EpicGames,"action,shooter,shooter,third-person,sci-fi,sci-fi,arcade",No info,81,900,2013,3,19,Mar,"['arcade', 'sci-fi', 'third-person', 'shooter', 'action']"
Halo Wars 2,XboxOne,2017-02-17,79,62.0,CreativeAssembly,"strategy,real-time,general",>4,79,545,2017,2,17,Vie,"['real-time', 'strategy', 'general']"
Anarcute,PC,2016-07-12,79,73.0,Anarteam,"action,general",1,7,10,2016,7,12,Mar,"['action', 'general']"
Pool Nation,Xbox360,2012-10-31,79,76.0,CherryPopGames,"sports,miscellaneous,parlor,individual,billiards,billiards",No info,12,18,2012,10,31,Mie,"['billiards', 'individual', 'miscellaneous', 'sports', 'parlor']"
Free Realms,PC,2009-04-29,79,67.0,SonyOnlineEntertainment,"role-playing,massivelymultiplayeronline,massivelymultiplayer,fantasy,fantasy",No info,8,15,2009,4,29,Mie,"['role-playing', 'massivelymultiplayeronline', 'fantasy', 'massivelymultiplayer']"
Homeworld: Deserts of Kharak,PC,2016-01-20,79,79.0,BlackbirdInteractive,"strategy,real-time,command",No info,52,206,2016,1,20,Mie,"['command', 'real-time', 'strategy']"
L.A. Noire,Switch,2017-11-14,79,81.0,"TeamBondi,Virtuos","actionadventure,adventure,3d,open-world,third-person",1,47,218,2017,11,14,Mar,"['adventure', '3d', 'third-person', 'open-world', 'actionadventure']"
Don't Starve,PC,2013-04-23,79,83.0,KleiEntertainment,"actionadventure,fantasy,general,fantasy,sandbox",1,33,1062,2013,4,23,Mar,"['actionadventure', 'sandbox', 'fantasy', 'general']"
Bleed 2,PlayStation4,2018-02-06,79,69.0,BootdiskRevolution,"action,platformer,2d",1,9,8,2018,2,6,Mar,"['2d', 'action', 'platformer']"
Hue,PC,2016-08-30,79,76.0,FiddlesticksGames,"puzzle,action",1,8,37,2016,8,30,Mar,"['action', 'puzzle']"
Assault Android Cactus,PC,2015-09-23,79,69.0,WitchBeam,"general,general,scrolling,action,shooter,shoot-'em-up,top-down",1,15,32,2015,9,23,Mie,"['shooter', 'scrolling', 'top-down', 'general', 'action', ""shoot-'em-up""]"
Chessmaster,Xbox,2004-10-26,79,83.0,Ubisoft,"miscellaneous,boardgames",2,12,7,2004,10,26,Mar,"['miscellaneous', 'boardgames']"
All-Star Baseball 2003,Xbox,2002-02-25,79,73.0,Acclaim,"sports,traditional,baseball,sim",4,15,8,2002,2,25,Lun,"['traditional', 'sim', 'sports', 'baseball']"
Trainz,PC,2002-02-10,79,72.0,Auran,"strategy,tycoon,management,tycoon,business/tycoon",1,16,6,2002,2,10,Dom,"['business/tycoon', 'tycoon', 'management', 'strategy']"
NHL Hitz 20-02,Xbox,2001-11-14,79,78.0,BlackBox,"sports,traditional,icehockey,arcade",4,20,11,2001,11,14,Mie,"['traditional', 'arcade', 'sports', 'icehockey']"
Super Dodge Ball Advance,GameBoyAdvance,2001-06-10,79,78.0,AtlusCo.,"sports,alternative,other",No info,11,5,2001,6,10,Dom,"['alternative', 'sports', 'other']"
Super Smash Bros.,Nintendo64,1999-04-26,79,87.0,HALLabs,"action,fighting,3d",4,11,436,1999,4,26,Lun,"['action', 'fighting', '3d']"
Observation,PC,2019-05-21,79,73.0,NoCode,"adventure,general",1,29,152,2019,5,21,Mar,"['adventure', 'general']"
Atelier Escha & Logy: Alchemists of the Dusk Sky,PlayStation3,2014-03-11,79,83.0,Gust,"general,role-playing,general,japanese-style",1,27,89,2014,3,11,Mar,"['role-playing', 'japanese-style', 'general']"
Pro Evolution Soccer 2015,XboxOne,2014-11-11,79,67.0,Konami,"action,general,sports,traditional,team,soccer,sim",>4,9,70,2014,11,11,Mar,"['team', 'soccer', 'sim', 'general', 'traditional', 'action', 'sports']"
The Lord of the Rings: The Two Towers,Xbox,2002-12-30,79,82.0,StormfrontStudios,"action,beat-'em-up",1,17,19,2002,12,30,Lun,"['action', ""beat-'em-up""]"
Tiger Woods PGA Tour 11,Xbox360,2010-06-08,79,78.0,EASports,"sports,traditional,individual,golf,sim,sim",4,51,19,2010,6,8,Mar,"['sim', 'golf', 'individual', 'traditional', 'sports']"
River City Girls,PlayStation4,2019-09-05,79,63.0,WayForward,"action,beat-'em-up,2d",1,16,52,2019,9,5,Jue,"['2d', 'action', ""beat-'em-up""]"
Paper Beast,PlayStation4,2020-03-24,79,76.0,PixelReef,"adventure,general,actionadventure,sandbox",1,38,35,2020,3,24,Mar,"['actionadventure', 'sandbox', 'adventure', 'general']"
Twisted Metal: Head-On,PSP,2005-03-24,79,82.0,IncognitoInc.,"simulation,driving,carcombat,carcombat,vehicle,combat",>4,45,50,2005,3,24,Jue,"['carcombat', 'vehicle', 'simulation', 'driving', 'combat']"
Geometry Wars: Galaxies,DS,2007-11-27,79,79.0,"BizarreCreations,KujuEntertainment","action,shooter,shooter,static,third-person,static,shoot-'em-up,sci-fi,top-down",2,36,27,2007,11,27,Mar,"['sci-fi', 'static', 'third-person', 'shooter', 'top-down', 'action', ""shoot-'em-up""]"
Arise: A Simple Story,PC,2019-12-03,79,76.0,Piccolo,"action,general",1,14,49,2019,12,3,Mar,"['action', 'general']"
Captain Toad: Treasure Tracker,3DS,2018-07-13,79,69.0,"NintendoEADTokyo,NintendoSoftwareTechnology","action,platformer,3d",1,7,47,2018,7,13,Vie,"['action', 'platformer', '3d']"
Heat Signature,PC,2017-09-21,79,72.0,TomFrancis,"action,general",No info,7,27,2017,9,21,Jue,"['action', 'general']"
Wonder Boy: The Dragon's Trap,Switch,2017-04-18,79,79.0,Lizardcube,"actionadventure,general",1,19,155,2017,4,18,Mar,"['actionadventure', 'general']"
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,Wii,2009-08-31,79,77.0,TelltaleGames,"adventure,general,3d,fantasy,third-person,fantasy",1,10,6,2009,8,31,Lun,"['3d', 'adventure', 'third-person', 'fantasy', 'general']"
FIFA Soccer 08,PSP,2007-10-08,79,75.0,EACanada,"sports,traditional,team,soccer,sim,sim",2,7,16,2007,10,8,Lun,"['team', 'soccer', 'sim', 'traditional', 'sports']"
Sonic Advance 3,GameBoyAdvance,2004-06-07,79,83.0,DimpsCorporation,"action,platformer,2d",4,30,63,2004,6,7,Lun,"['2d', 'action', 'platformer']"
Chivalry: Medieval Warfare,PC,2012-10-16,79,77.0,TornBannerStudios,"action,strategy,general,general,general,beat-'em-up,3d",No info,24,947,2012,10,16,Mar,"['strategy', '3d', ""beat-'em-up"", 'general', 'action']"
de Blob 2,Wii,2011-02-22,79,80.0,BlueTongueEntertainment,"action,platformer,platformer,3d,3d",No info,20,27,2011,2,22,Mar,"['action', 'platformer', '3d']"
Wolfenstein II: The New Colossus,Switch,2018-06-29,79,75.0,"PanicButton,MachineGames","action,shooter,first-person,arcade",1,51,261,2018,6,29,Vie,"['arcade', 'action', 'shooter', 'first-person']"
World of Final Fantasy Maxima,Switch,2018-11-06,79,85.0,SquareEnix,"role-playing,japanese-style",2,13,41,2018,11,6,Mar,"['role-playing', 'japanese-style']"
FIFA 20,PlayStation4,2019-09-24,79,12.0,ElectronicArts,"sports,team,soccer,sim",>4,62,3420,2019,9,24,Mar,"['team', 'sim', 'sports', 'soccer']"
Wonder Boy: The Dragon's Trap,PlayStation4,2017-04-18,79,78.0,Lizardcube,"actionadventure,general",No info,41,54,2017,4,18,Mar,"['actionadventure', 'general']"
Overlord II,PC,2009-06-23,79,81.0,TriumphStudios,"actionadventure,fantasy,general,fantasy",1,32,194,2009,6,23,Mar,"['actionadventure', 'fantasy', 'general']"
Victor Vran: Overkill Edition,XboxOne,2017-05-30,79,70.0,HaemimontGames,"role-playing,actionrpg",No info,10,6,2017,5,30,Mar,"['role-playing', 'actionrpg']"
NHL 06,Xbox,2005-09-06,79,79.0,EACanada,"sports,traditional,icehockey,sim",>4,35,19,2005,9,6,Mar,"['traditional', 'sim', 'sports', 'icehockey']"
OutRun Online Arcade,Xbox360,2009-04-15,79,83.0,SumoDigital,"driving,racing,arcade,arcade,automobile",>4,36,20,2009,4,15,Mie,"['driving', 'arcade', 'racing', 'automobile']"
Band Hero,Wii,2009-11-03,79,65.0,VicariousVisions,"action,miscellaneous,rhythm,music,music",No info,20,16,2009,11,3,Mar,"['miscellaneous', 'action', 'rhythm', 'music']"
GRID Autosport,Switch,2019-09-19,79,84.0,"Codemasters,FeralInteractive","racing,simulation,automobile",1,14,50,2019,9,19,Jue,"['racing', 'simulation', 'automobile']"
Hearthstone: Heroes of Warcraft - Journey to Un'Goro,PC,2017-04-06,79,42.0,BlizzardEntertainment,"strategy,turn-based,cardbattle",No info,8,49,2017,4,6,Jue,"['cardbattle', 'strategy', 'turn-based']"
Frostpunk: The Last Autumn,PC,2020-01-21,79,79.0,11bitstudios,"actionadventure,survival",No info,18,45,2020,1,21,Mar,"['actionadventure', 'survival']"
The Darkness II,PlayStation3,2012-02-07,79,78.0,DigitalExtremes,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",4,28,141,2012,2,7,Mar,"['arcade', 'first-person', 'sci-fi', 'shooter', 'action']"
Scram Kitty and His Buddy on Rails,WiiU,2014-05-15,79,77.0,DakkoDakko,"general,action,general",No info,25,40,2014,5,15,Jue,"['action', 'general']"
F.E.A.R. 2: Project Origin,PC,2009-02-10,79,77.0,MonolithProductions,"action,shooter,shooter,first-person,modern,modern,arcade",No info,49,617,2009,2,10,Mar,"['arcade', 'first-person', 'shooter', 'action', 'modern']"
Lego Star Wars,GameCube,2005-10-25,79,77.0,Traveller'sTales,"actionadventure,sci-fi",2,9,23,2005,10,25,Mar,"['actionadventure', 'sci-fi']"
MLB Power Pros 2008,Wii,2008-07-29,79,88.0,Konami,"sports,traditional,team,baseball,arcade,arcade",No info,16,23,2008,7,29,Mar,"['team', 'arcade', 'baseball', 'traditional', 'sports']"
Major League Baseball 2K7,Xbox360,2007-02-26,79,71.0,KushGames,"sports,traditional,team,baseball,sim,sim",2,31,35,2007,2,26,Lun,"['team', 'baseball', 'sim', 'traditional', 'sports']"
Agent A: A Puzzle In Disguise,Switch,2019-08-29,79,77.0,Yak&Co,"puzzle,general",1,9,15,2019,8,29,Jue,"['puzzle', 'general']"
World to the West,XboxOne,2017-05-05,79,0.0,"RainGames,Soedesco","actionadventure,linear",No info,10,0,2017,5,5,Vie,"['actionadventure', 'linear']"
Atelier Rorona Plus: The Alchemist of Arland,PlayStationVita,2014-07-22,79,79.0,Gust,"role-playing,general,japanese-style",1,12,54,2014,7,22,Mar,"['role-playing', 'japanese-style', 'general']"
Space Channel 5 Special Edition,PlayStation2,2003-11-18,79,84.0,UGA,"miscellaneous,rhythm,dancing",2,16,16,2003,11,18,Mar,"['miscellaneous', 'rhythm', 'dancing']"
Emergency Fire Response,PC,2003-07-30,79,0.0,"MonteCristoMultimedia,MonteCristo","actionadventure,modern,general,modern",1,15,0,2003,7,30,Mie,"['actionadventure', 'general', 'modern']"
Downhill Domination,PlayStation2,2003-07-23,79,85.0,IncognitoInc.,"driving,racing,other",4,40,40,2003,7,23,Mie,"['driving', 'other', 'racing']"
Lunar Legend,GameBoyAdvance,2002-12-08,79,78.0,MagicRings,"role-playing,console-stylerpg",2,20,9,2002,12,8,Dom,"['role-playing', 'console-stylerpg']"
2002 FIFA World Cup,Xbox,2002-04-22,79,78.0,SoftwareCreations,"sports,traditional,soccer,sim",4,17,5,2002,4,22,Lun,"['traditional', 'sim', 'sports', 'soccer']"
Breath of Fire,GameBoyAdvance,2001-12-13,79,76.0,Capcom,"role-playing,console-stylerpg",2,17,18,2001,12,13,Jue,"['role-playing', 'console-stylerpg']"
Sky Odyssey,PlayStation2,2000-11-15,79,84.0,CAProduction,"simulation,flight,wwii",1,18,9,2000,11,15,Mie,"['wwii', 'flight', 'simulation']"
Mario Party,Nintendo64,1999-02-08,79,81.0,Hudson,"miscellaneous,party",4,16,135,1999,2,8,Lun,"['miscellaneous', 'party']"
N+,PSP,2008-08-26,79,78.0,"MetanetSoftwareInc.,SilverBirchStudios","action,platformer,platformer,2d,2d",2,21,20,2008,8,26,Mar,"['2d', 'action', 'platformer']"
Spider-Man 3,DS,2007-05-04,79,66.0,VicariousVisions,"action,actionadventure,platformer,general,platformer,3d,3d",1,21,19,2007,5,4,Vie,"['3d', 'actionadventure', 'general', 'action', 'platformer']"
Untitled Goose Game,PC,2019-09-20,79,63.0,HouseHouse,"simulation,general",1,17,112,2019,9,20,Vie,"['simulation', 'general']"
Silent Hill: Shattered Memories,Wii,2009-12-08,79,79.0,"ClimaxGroup,ClimaxStudios","actionadventure,horror,horror,survival",1,56,267,2009,12,8,Mar,"['horror', 'actionadventure', 'survival']"
Marble Blast Ultra,Xbox360,2006-01-23,79,82.0,GarageGames,"action,platformer,platformer,3d,3d",>4,27,30,2006,1,23,Lun,"['action', 'platformer', '3d']"
echochrome ii,PlayStation3,2010-12-21,79,65.0,SCEJapanStudio,"miscellaneous,puzzle,action,puzzle,general,puzzle,general",1,28,11,2010,12,21,Mar,"['miscellaneous', 'action', 'puzzle', 'general']"
The Metronomicon,PC,2016-09-01,79,73.0,Puuba,"action,rhythm,music",No info,12,20,2016,9,1,Jue,"['rhythm', 'action', 'music']"
Pro Evolution Soccer 2011,Xbox360,2010-10-19,79,60.0,Konami,"sports,traditional,team,soccer,sim,sim",>4,43,36,2010,10,19,Mar,"['team', 'soccer', 'sim', 'traditional', 'sports']"
Part Time UFO,Switch,2020-10-28,79,96.0,HALLabs,"action,arcade",1,12,5,2020,10,28,Mie,"['arcade', 'action']"
Rival Megagun,PlayStation4,2018-11-29,79,0.0,SpacewaveSoftware,"action,shooter,shoot-'em-up,vertical",2,7,0,2018,11,29,Jue,"['action', 'shooter', 'vertical', ""shoot-'em-up""]"
The Book of Unwritten Tales 2,XboxOne,2015-09-18,79,75.0,KINGArt,"adventure,general,point-and-click",No info,7,11,2015,9,18,Vie,"['adventure', 'general', 'point-and-click']"
Tom Clancy's Rainbow Six Siege,PC,2015-12-01,79,71.0,UbisoftMontreal,"modern,action,shooter,first-person,tactical",No info,37,1478,2015,12,1,Mar,"['first-person', 'shooter', 'tactical', 'action', 'modern']"
The Settlers 7: Paths to a Kingdom,PC,2010-03-23,79,52.0,BlueByte,"strategy,citybuilding,management,historic,historic,government",No info,33,229,2010,3,23,Mar,"['strategy', 'management', 'government', 'citybuilding', 'historic']"
RollerCoaster Tycoon 3: Soaked!,PC,2005-06-23,79,46.0,FrontierDevelopments,"strategy,tycoon,management,tycoon,business/tycoon",1,23,93,2005,6,23,Jue,"['business/tycoon', 'tycoon', 'management', 'strategy']"
BlazBlue: Cross Tag Battle,Switch,2018-06-05,79,77.0,ArcSystemWorks,"action,fighting,2d",>4,17,50,2018,6,5,Mar,"['2d', 'action', 'fighting']"
WRC 9 FIA World Rally Championship,PC,2020-09-03,79,63.0,KTRacing,"racing,simulation,automobile",1,14,24,2020,9,3,Jue,"['racing', 'simulation', 'automobile']"
Rune Factory Frontier,Wii,2009-03-17,79,85.0,Neverland,"role-playing,general,general",1,34,47,2009,3,17,Mar,"['role-playing', 'general']"
Mantis Burn Racing,XboxOne,2016-10-12,79,71.0,VooFooStudios,"racing,arcade,automobile",No info,9,17,2016,10,12,Mie,"['racing', 'arcade', 'automobile']"
Mighty Switch Force!,3DS,2011-12-22,79,77.0,WayForward,"action,platformer,platformer,2d,2d",1,30,59,2011,12,22,Jue,"['2d', 'action', 'platformer']"
EVERSPACE,PC,2017-05-26,79,75.0,ROCKFISHGames,"action,general,simulation,actionadventure,space,open-world,combat",1,18,69,2017,5,26,Vie,"['simulation', 'open-world', 'actionadventure', 'general', 'action', 'combat', 'space']"
Dark Souls II: Crown of the Old Iron King,PC,2014-08-26,79,76.0,FromSoftware,"role-playing,actionrpg",No info,15,110,2014,8,26,Mar,"['role-playing', 'actionrpg']"
TrackMania 2 Valley,PC,2013-07-04,79,77.0,Nadeo,"driving,racing,arcade,arcade,automobile",No info,7,48,2013,7,4,Jue,"['driving', 'arcade', 'racing', 'automobile']"
Skies of Fury DX,Switch,2018-04-12,79,73.0,SeedInteractive,"simulation,flight,combat",1,12,25,2018,4,12,Jue,"['flight', 'combat', 'simulation']"
State of Decay,PC,2013-11-05,79,69.0,UndeadLabs,"actionadventure,horror,horror,survival",1,9,604,2013,11,5,Mar,"['horror', 'actionadventure', 'survival']"
Rock Band 3,DS,2010-10-26,79,59.0,BackboneEntertainment,"action,miscellaneous,rhythm,music,music",No info,8,7,2010,10,26,Mar,"['miscellaneous', 'action', 'rhythm', 'music']"
High Hell,PC,2017-10-23,79,72.0,TerriVellimann,"action,shooter,first-person,arcade",1,15,10,2017,10,23,Lun,"['arcade', 'action', 'shooter', 'first-person']"
Tom Clancy's The Division 2: Warlords of New York,PC,2020-03-03,79,5.0,MassiveEntertainment,"action,shooter,third-person,tactical",No info,19,1498,2020,3,3,Mar,"['tactical', 'action', 'third-person', 'shooter']"
EA Sports UFC 2,PlayStation4,2016-03-15,79,58.0,EASports,"sports,general,individual,combat,boxing/martialarts",2,38,249,2016,3,15,Mar,"['boxing/martialarts', 'general', 'individual', 'sports', 'combat']"
F1 2013,Xbox360,2013-10-08,79,68.0,Codemasters,"driving,racing,simulation,formulaone,formulaone,automobile",No info,29,38,2013,10,8,Mar,"['simulation', 'automobile', 'racing', 'formulaone', 'driving']"
LEGO Harry Potter: Years 1-4,PC,2010-06-25,79,76.0,Traveller'sTales,"actionadventure,adventure,general,fantasy,general,fantasy,linear",1,15,111,2010,6,25,Vie,"['adventure', 'linear', 'actionadventure', 'fantasy', 'general']"
World of Warcraft: Battle for Azeroth,PC,2018-08-13,79,30.0,BlizzardEntertainment,"role-playing,massivelymultiplayer",>4,39,1663,2018,8,13,Lun,"['role-playing', 'massivelymultiplayer']"
Mirror's Edge,PlayStation3,2008-11-11,79,77.0,EADICE,"action,actionadventure,shooter,modern,general,modern,first-person,modern",1,66,415,2008,11,11,Mar,"['first-person', 'shooter', 'actionadventure', 'general', 'action', 'modern']"
The Gardens Between,Switch,2018-09-20,79,76.0,TheVoxelAgents,"adventure,general",1,23,26,2018,9,20,Jue,"['adventure', 'general']"
Sid Meier's Civilization VI: Rise and Fall,PC,2018-02-08,79,62.0,FiraxisGames,"strategy,turn-based,4x",No info,48,137,2018,2,8,Jue,"['4x', 'strategy', 'turn-based']"
Mechstermination Force,Switch,2019-04-03,79,67.0,HorbergProductions,"action,platformer,2d",1,32,24,2019,4,3,Mie,"['2d', 'action', 'platformer']"
Blue Dragon,Xbox360,2007-08-28,79,80.0,"Mistwalker,Artoon","role-playing,console-stylerpg,console-stylerpg,japanese-style",1,56,191,2007,8,28,Mar,"['role-playing', 'japanese-style', 'console-stylerpg']"
Final Fight: Double Impact,PlayStation3,2010-04-15,79,70.0,Capcom,"action,miscellaneous,beat-'em-up,compilation",No info,36,22,2010,4,15,Jue,"['miscellaneous', 'action', 'compilation', ""beat-'em-up""]"
DOOM Eternal: The Ancient Gods Part One,PC,2020-10-20,79,82.0,idSoftware,"action,shooter,first-person,arcade",1,13,39,2020,10,20,Mar,"['arcade', 'action', 'shooter', 'first-person']"
Mafia: Definitive Edition,XboxOne,2020-09-25,79,76.0,Hangar13,"actionadventure,open-world",1,21,104,2020,9,25,Vie,"['actionadventure', 'open-world']"
Moving Out,PC,2020-04-28,79,72.0,SMGStudio,"puzzle,action",4,8,13,2020,4,28,Mar,"['action', 'puzzle']"
WRC 8 FIA World Rally Championship,PlayStation4,2019-09-10,79,60.0,Kylotonn,"racing,arcade,automobile",>4,24,44,2019,9,10,Mar,"['racing', 'arcade', 'automobile']"
Druidstone: The Secret of the Menhir Forest,PC,2019-05-15,79,72.0,CtrlAltNinjaLtd.,"role-playing,western-style",1,9,24,2019,5,15,Mie,"['role-playing', 'western-style']"
World End Syndrome,Switch,2019-05-02,79,81.0,"ArcSystemWorks,TOYBOX","adventure,visualnovel",1,9,23,2019,5,2,Jue,"['visualnovel', 'adventure']"
God's Trigger,XboxOne,2019-04-18,79,79.0,"Techland,ONEMORELEVEL","action,actionadventure,shooter,linear,shoot-'em-up,top-down",1,7,30,2019,4,18,Jue,"['linear', 'shooter', 'actionadventure', 'top-down', 'action', ""shoot-'em-up""]"
Tacoma,PlayStation4,2018-05-08,79,59.0,Fullbright,"adventure,general",1,9,18,2018,5,8,Mar,"['adventure', 'general']"
Call of Duty: WWII,PlayStation4,2017-11-03,79,47.0,SledgehammerGames,"action,shooter,first-person,arcade",>4,83,1729,2017,11,3,Vie,"['arcade', 'action', 'shooter', 'first-person']"
Monster Hunter Stories,3DS,2017-09-08,79,83.0,Capcom,"role-playing,actionrpg,japanese-style",2,53,100,2017,9,8,Vie,"['role-playing', 'japanese-style', 'actionrpg']"
Noitu Love: Devolution,WiiU,2016-09-15,79,72.0,"Konjak,MP2Games","action,beat-'em-up,2d",No info,7,5,2016,9,15,Jue,"['2d', 'action', ""beat-'em-up""]"
Extreme Exorcism,WiiU,2015-09-23,79,65.0,GoldenRubyGames,"action,platformer,2d",1,11,11,2015,9,23,Mie,"['2d', 'action', 'platformer']"
CastleStorm,PlayStationVita,2013-11-05,79,75.0,ZenStudios,"strategy,general,general",2,9,34,2013,11,5,Mar,"['strategy', 'general']"
Rift: Storm Legion,PC,2012-11-13,79,77.0,TrionWorlds,"role-playing,massivelymultiplayeronline,massivelymultiplayer,fantasy,fantasy",No info,15,74,2012,11,13,Mar,"['role-playing', 'massivelymultiplayeronline', 'fantasy', 'massivelymultiplayer']"
Wizorb,PSP,2012-07-24,79,58.0,Beatshapers,"miscellaneous,puzzle,action,general,puzzle,action",No info,9,8,2012,7,24,Mar,"['miscellaneous', 'action', 'puzzle', 'general']"
Tom Clancy's Ghost Recon: Future Soldier,PlayStation3,2012-05-22,79,69.0,UbisoftParis,"action,shooter,shooter,third-person,tactical,modern,modern",>4,18,182,2012,5,22,Mar,"['third-person', 'shooter', 'tactical', 'action', 'modern']"
Madden NFL 12,PlayStation3,2011-08-30,79,56.0,EATiburon,"sports,traditional,team,football,sim,sim",>4,31,59,2011,8,30,Mar,"['team', 'football', 'sim', 'traditional', 'sports']"
Crayon Physics Deluxe,PC,2009-01-07,79,75.0,PetriPurho,"miscellaneous,puzzle,puzzle,general,puzzle,general",No info,15,87,2009,1,7,Mie,"['miscellaneous', 'puzzle', 'general']"
Tony Hawk's Proving Ground,DS,2007-10-15,79,67.0,VicariousVisions,"sports,alternative,individual,skateboarding,skateboarding,skate/skateboard",4,21,6,2007,10,15,Lun,"['skateboarding', 'alternative', 'individual', 'sports', 'skate/skateboard']"
Nancy Drew: Legend of the Crystal Skull,PC,2007-10-08,79,68.0,HerInteractive,"adventure,general,general,point-and-click",1,9,11,2007,10,8,Lun,"['adventure', 'general', 'point-and-click']"
Mario Strikers Charged,Wii,2007-07-30,79,82.0,NextLevelGames,"sports,traditional,team,soccer,arcade,arcade",4,47,153,2007,7,30,Lun,"['team', 'arcade', 'soccer', 'traditional', 'sports']"
Mega Man Maverick Hunter X,PSP,2006-01-31,79,90.0,Capcom,"action,platformer,platformer,2d,2d",1,34,98,2006,1,31,Mar,"['2d', 'action', 'platformer']"
EverQuest II: Desert of Flames,PC,2005-09-12,79,69.0,SonyOnlineEntertainment,"role-playing,massivelymultiplayeronline,massivelymultiplayer,fantasy,fantasy",>4,11,7,2005,9,12,Lun,"['role-playing', 'massivelymultiplayeronline', 'fantasy', 'massivelymultiplayer']"
Madden NFL 2005,GameBoyAdvance,2004-08-09,79,78.0,ExientEntertainment,"sports,traditional,football,sim",2,9,6,2004,8,9,Lun,"['traditional', 'sim', 'sports', 'football']"
SimCity 4: Rush Hour,PC,2003-09-22,79,83.0,Maxis,"strategy,citybuilding,management,modern,modern,government",1,17,52,2003,9,22,Lun,"['strategy', 'management', 'government', 'citybuilding', 'modern']"
Deathrow,Xbox,2002-10-22,79,78.0,SouthendInteractive,"sports,alternative,futuristic",4,18,25,2002,10,22,Mar,"['alternative', 'sports', 'futuristic']"
Global Operations,PC,2002-03-25,79,77.0,BarkingDog,"action,shooter,shooter,first-person,tactical,modern",No info,13,20,2002,3,25,Lun,"['first-person', 'shooter', 'tactical', 'action', 'modern']"
Burnout,PlayStation2,2001-11-01,79,77.0,CriterionGames,"driving,racing,arcade",2,25,37,2001,11,1,Jue,"['driving', 'arcade', 'racing']"
Mega Man Battle Network,GameBoyAdvance,2001-10-30,79,88.0,Capcom,"role-playing,actionrpg",1,10,79,2001,10,30,Mar,"['role-playing', 'actionrpg']"
StarLancer,Dreamcast,2000-11-27,79,86.0,DigitalAnvil,"simulation,sci-fi,smallspaceship",No info,15,11,2000,11,27,Lun,"['smallspaceship', 'simulation', 'sci-fi']"
