Nombre,Plataforma,Fecha_Salida,Score,Score_Jugadores,Desarrollador,Genero,Jugadores,Criticos,Usuarios,Anio,Mes,Numero_Dia,Nombre_Dia,Lista_Generos
Arena of Valor,Switch,2018-09-25,79,71.0,"Tencent,TencentGames","strategy,real-time,moba",>4,8,49,2018,9,25,Mar,"['real-time', 'moba', 'strategy']"
Flipping Death,XboxOne,2018-08-07,79,63.0,Zoink!,"action,general",1,7,4,2018,8,7,Mar,"['general', 'action']"
Jotun,PC,2015-09-29,79,66.0,ThunderLotusGames,"action,general",1,28,87,2015,9,29,Mar,"['general', 'action']"
Bloodline Champions,PC,2011-01-13,79,77.0,StunlockStudios,"action,strategy,general,real-time,moba,moba",No info,13,95,2011,1,13,Jue,"['moba', 'general', 'action', 'strategy', 'real-time']"
Transformers: Fall of Cybertron,Xbox360,2012-08-21,79,85.0,HighMoonStudios,"general,action,general,shooter,third-person,arcade",No info,52,180,2012,8,21,Mar,"['shooter', 'general', 'action', 'third-person', 'arcade']"
Mortal Kombat: Deadly Alliance,PlayStation2,2002-11-16,79,85.0,Midway,"action,fighting,3d",2,31,111,2002,11,16,Sab,"['fighting', 'action', '3d']"
Pokken Tournament DX,Switch,2017-09-22,79,76.0,BandaiNamcoGames,"action,fighting,3d",2,62,258,2017,9,22,Vie,"['fighting', 'action', '3d']"
Subsurface Circular,Switch,2018-03-01,79,79.0,MikeBithell,"adventure,general,visualnovel",1,22,30,2018,3,1,Jue,"['general', 'adventure', 'visualnovel']"
Wipeout 2048,PlayStationVita,2012-02-15,79,82.0,StudioLiverpool,"driving,racing,arcade,futuristic,futuristic",No info,63,208,2012,2,15,Mie,"['futuristic', 'arcade', 'racing', 'driving']"
Project Warlock,XboxOne,2020-06-12,79,58.0,CrunchingKoalas,"action,shooter,first-person,arcade",1,15,17,2020,6,12,Vie,"['shooter', 'first-person', 'action', 'arcade']"
Pirates Outlaws,PC,2020-04-13,79,72.0,FabledGame,"strategy,turn-based,cardbattle",No info,9,5,2020,4,13,Lun,"['turn-based', 'cardbattle', 'strategy']"
Crystal Crisis,Switch,2019-05-28,79,75.0,Nicalis,"puzzle,stacking",1,14,12,2019,5,28,Mar,"['puzzle', 'stacking']"
The Council - Episode 1: The Mad Ones,XboxOne,2018-03-13,79,76.0,BigBadWolf,"adventure,general",1,10,18,2018,3,13,Mar,"['general', 'adventure']"
Skylanders Swap Force,PlayStation4,2013-11-15,79,52.0,VicariousVisions,"action,platformer,platformer,3d,3d",No info,7,53,2013,11,15,Vie,"['3d', 'action', 'platformer']"
The Legend of Heroes: Trails in the Sky,PSP,2011-03-28,79,83.0,Falcom,"role-playing,general,console-stylerpg,console-stylerpg,japanese-style",1,22,111,2011,3,28,Lun,"['general', 'role-playing', 'console-stylerpg', 'japanese-style']"
Legends of War: Patton's Campaign,PSP,2011-01-03,79,84.0,EnigmaSoftwareProductions,"strategy,general,general",1,8,16,2011,1,3,Lun,"['general', 'strategy']"
NHL Hitz Pro,PlayStation2,2003-09-25,79,84.0,NextLevelGames,"sports,traditional,icehockey,arcade",>4,23,14,2003,9,25,Jue,"['icehockey', 'sports', 'arcade', 'traditional']"
Chessmaster,PlayStation2,2003-05-28,79,75.0,UbisoftRomania,"miscellaneous,boardgames",2,9,14,2003,5,28,Mie,"['boardgames', 'miscellaneous']"
The Sims: Superstar,PC,2003-05-12,79,75.0,Maxis,"simulation,miscellaneous,virtuallife,virtual,virtuallife",1,20,29,2003,5,12,Lun,"['simulation', 'virtual', 'miscellaneous', 'virtuallife']"
Bust-A-Move 4,Dreamcast,2000-05-31,79,86.0,TaitoCorporation,"miscellaneous,puzzle,matching",2,14,5,2000,5,31,Mie,"['puzzle', 'miscellaneous', 'matching']"
Minit,PC,2018-04-03,79,66.0,DevolverDigital,"adventure,general",1,21,56,2018,4,3,Mar,"['general', 'adventure']"
Cuboid,PlayStation3,2009-01-08,79,76.0,CreatStudios,"miscellaneous,puzzle,puzzle,general,puzzle,general",1,13,18,2009,1,8,Jue,"['general', 'puzzle', 'miscellaneous']"
NBA Live 2005,PC,2004-10-26,79,85.0,EACanada,"sports,traditional,team,basketball,sim,sim",2,9,25,2004,10,26,Mar,"['team', 'sports', 'basketball', 'sim', 'traditional']"
Orcs Must Die!,Xbox360,2011-10-05,79,81.0,RobotEntertainment,"action,strategy,general,real-time,general,defense",No info,37,55,2011,10,5,Mie,"['general', 'defense', 'action', 'strategy', 'real-time']"
Orcs Must Die!,Xbox360,2011-10-05,79,81.0,RobotEntertainment,"action,strategy,general,real-time,general,defense",No info,37,55,2011,10,5,Mie,"['general', 'defense', 'action', 'strategy', 'real-time']"
"You, Me, and the Cubes",Wii,2009-09-21,79,70.0,fyto,"miscellaneous,puzzle,action,puzzle,puzzle,action",2,16,8,2009,9,21,Lun,"['puzzle', 'action', 'miscellaneous']"
SSX On Tour,PSP,2005-10-11,79,80.0,EAMontreal,"sports,alternative,individual,snowboarding,snowboarding,ski/snowboard",1,23,47,2005,10,11,Mar,"['sports', 'ski/snowboard', 'individual', 'snowboarding', 'alternative']"
Oxenfree,PlayStation4,2016-05-31,79,78.0,NightSchoolStudio,"actionadventure,adventure,general",No info,10,89,2016,5,31,Mar,"['general', 'adventure', 'actionadventure']"
Dark Souls II: Scholar of the First Sin,PC,2015-04-01,79,75.0,FromSoftware,"role-playing,actionrpg",No info,8,491,2015,4,1,Mie,"['actionrpg', 'role-playing']"
MLB 10: The Show,PSP,2010-03-01,79,68.0,SCEA,"sports,traditional,team,baseball,sim,sim",No info,11,9,2010,3,1,Lun,"['team', 'sports', 'baseball', 'sim', 'traditional']"
Street Fighter Alpha Anthology,PlayStation2,2006-06-13,79,83.0,Capcom,"miscellaneous,compilation",2,47,17,2006,6,13,Mar,"['compilation', 'miscellaneous']"
Prey,PlayStation4,2017-05-05,79,78.0,ArkaneStudios,"general,action,shooter,first-person,arcade",1,68,997,2017,5,5,Vie,"['first-person', 'shooter', 'general', 'action', 'arcade']"
NBA Live 06,Xbox,2005-09-26,79,64.0,EACanada,"sports,traditional,basketball,sim",>4,30,15,2005,9,26,Lun,"['sports', 'basketball', 'sim', 'traditional']"
Runbow,Switch,2018-07-03,79,78.0,13AMGames,"action,platformer,2d",>4,11,16,2018,7,3,Mar,"['2d', 'action', 'platformer']"
Valiant Hearts: The Great War,PC,2014-06-25,79,86.0,UbisoftMontpellier,"platformer,2d,action,platformer,2d",1,28,645,2014,6,25,Mie,"['2d', 'action', 'platformer']"
Payday 2,PC,2013-08-13,79,38.0,OverkillSoftware,"action,shooter,shooter,first-person,fantasy,general,fantasy,arcade",>4,51,3757,2013,8,13,Mar,"['first-person', 'shooter', 'fantasy', 'general', 'action', 'arcade']"
Virtua Tennis 3,PSP,2007-03-26,79,78.0,SumoDigital,"sports,traditional,individual,tennis,tennis",4,17,15,2007,3,26,Lun,"['sports', 'tennis', 'individual', 'traditional']"
Spider-Man: The Movie,Xbox,2002-04-15,79,74.0,Treyarch,"action,beat-'em-up",1,29,12,2002,4,15,Lun,"['action', ""beat-'em-up""]"
Dead Rising 2: Case Zero,Xbox360,2010-08-31,79,77.0,BlueCastleGames,"actionadventure,horror,survival",No info,53,77,2010,8,31,Mar,"['horror', 'survival', 'actionadventure']"
Until Dawn,PlayStation4,2015-08-25,79,83.0,SupermassiveGames,"actionadventure,horror,survival,adventure,3d,third-person",1,103,3193,2015,8,25,Mar,"['actionadventure', 'survival', 'third-person', 'horror', 'adventure', '3d']"
Castlevania: Lament of Innocence,PlayStation2,2003-10-21,79,85.0,KCET,"actionadventure,horror",1,45,97,2003,10,21,Mar,"['horror', 'actionadventure']"
Midnight Club: LA Remix,PSP,2008-10-20,79,86.0,RockstarLondon,"driving,racing,arcade,arcade,automobile",4,26,50,2008,10,20,Lun,"['arcade', 'automobile', 'racing', 'driving']"
Dungeons of Dredmor,PC,2011-07-13,79,76.0,GaslampGames,"role-playing,general,general,roguelike",No info,18,215,2011,7,13,Mie,"['general', 'role-playing', 'roguelike']"
Tekken 6,PlayStation3,2009-10-27,79,75.0,NamcoBandaiGames,"action,fighting,fighting,3d,3d",2,63,265,2009,10,27,Mar,"['fighting', 'action', '3d']"
Geometry Wars 3: Dimensions,PC,2014-11-25,79,62.0,LucidGames,"action,shooter,static,shoot-'em-up,top-down",No info,9,37,2014,11,25,Mar,"['static', 'shooter', 'top-down', 'action', ""shoot-'em-up""]"
EA Sports Active 2,Wii,2010-11-16,79,81.0,EACanada,"sports,miscellaneous,general,exercise/fitness",No info,8,22,2010,11,16,Mar,"['exercise/fitness', 'sports', 'general', 'miscellaneous']"
Assassin's Creed: Director's Cut Edition,PC,2008-04-08,79,75.0,UbisoftMontreal,"actionadventure,historic,historic,open-world",1,38,1206,2008,4,8,Mar,"['open-world', 'actionadventure', 'historic']"
NASCAR 06: Total Team Control,Xbox,2005-08-30,79,51.0,EASports,"driving,racing,stockcar",4,25,8,2005,8,30,Mar,"['stockcar', 'racing', 'driving']"
Puzzle Dimension,PC,2010-06-21,79,74.0,DoctorEntertainment,"miscellaneous,puzzle,puzzle,general,puzzle,general",No info,9,36,2010,6,21,Lun,"['general', 'puzzle', 'miscellaneous']"
LittleBigPlanet 3,PlayStation4,2014-11-18,79,71.0,SumoDigital,"action,platformer,2d",4,78,673,2014,11,18,Mar,"['2d', 'action', 'platformer']"
Quantum Conundrum,PlayStation3,2012-07-10,79,72.0,AirtightGames,"miscellaneous,puzzle,general,puzzle,general",No info,14,49,2012,7,10,Mar,"['general', 'puzzle', 'miscellaneous']"
DeathSpank,Xbox360,2010-07-14,79,82.0,HotheadGames,"action,role-playing,general,actionrpg",No info,59,100,2010,7,14,Mie,"['general', 'role-playing', 'action', 'actionrpg']"
Tom Clancy's Ghost Recon: Future Soldier,Xbox360,2012-05-22,79,73.0,UbisoftParis,"action,shooter,shooter,third-person,tactical,modern,modern",No info,75,341,2012,5,22,Mar,"['modern', 'shooter', 'action', 'third-person', 'tactical']"
Ys Seven,PSP,2010-08-16,79,85.0,Falcom,"role-playing,actionrpg,actionrpg",1,27,75,2010,8,16,Lun,"['actionrpg', 'role-playing']"
Death Road to Canada,Switch,2018-05-08,79,78.0,RocketcatGames,"action,general",1,14,33,2018,5,8,Mar,"['general', 'action']"
Winning Eleven: Pro Evolution Soccer 2007,Xbox360,2007-02-06,79,65.0,KCET,"sports,traditional,team,soccer,sim,sim",4,22,34,2007,2,6,Mar,"['team', 'sports', 'soccer', 'sim', 'traditional']"
The Unfinished Swan,PlayStation3,2012-10-23,79,81.0,GiantSparrow,"action,adventure,general,general,3d,first-person",1,66,117,2012,10,23,Mar,"['first-person', 'general', 'action', 'adventure', '3d']"
Dissidia: Final Fantasy,PSP,2009-08-25,79,82.0,SquareEnix,"action,fighting,fighting,3d,3d",2,61,289,2009,8,25,Mar,"['fighting', 'action', '3d']"
"Pokemon: Let's Go, Pikachu!",Switch,2018-11-16,79,61.0,GameFreak,"actionrpg,role-playing,trainer",>4,84,1619,2018,11,16,Vie,"['trainer', 'actionrpg', 'role-playing']"
The New York Times Crosswords,DS,2007-05-29,79,67.0,BudCat,"miscellaneous,puzzle,puzzle,general,logic,general",4,15,6,2007,5,29,Mar,"['general', 'puzzle', 'miscellaneous', 'logic']"
The Lord of the Rings: The Battle for Middle-Earth II,Xbox360,2006-07-05,79,81.0,EALA,"strategy,real-time,fantasy,general,fantasy",4,50,89,2006,7,5,Mie,"['fantasy', 'general', 'real-time', 'strategy']"
Prototype,PlayStation3,2009-06-09,79,76.0,RadicalEntertainment,"actionadventure,sci-fi,sci-fi,open-world",1,53,352,2009,6,9,Mar,"['sci-fi', 'open-world', 'actionadventure']"
Stick it to the Man!,PlayStation3,2013-11-19,79,76.0,Zoink!,"action,platformer,platformer,3d,3d",No info,17,63,2013,11,19,Mar,"['3d', 'action', 'platformer']"
The Walking Dead: Saints & Sinners,PlayStation4,2020-05-05,79,80.0,SkydanceInteractive,"actionadventure,survival",1,15,62,2020,5,5,Mar,"['survival', 'actionadventure']"
Split/Second,PC,2010-05-18,79,80.0,BlackRockStudio,"driving,racing,general,general,arcade,automobile",1,18,149,2010,5,18,Mar,"['driving', 'general', 'arcade', 'automobile', 'racing']"
Dead Rising 2,Xbox360,2010-09-28,79,71.0,BlueCastleGames,"actionadventure,horror,horror,open-world",4,76,243,2010,9,28,Mar,"['horror', 'open-world', 'actionadventure']"
La-Mulana 2,PC,2018-07-30,79,76.0,Nigoro,"actionadventure,open-world",1,10,16,2018,7,30,Lun,"['open-world', 'actionadventure']"
Archangel: Hellfire,PC,2018-07-17,79,84.0,SkydanceInteractive,"simulation,vehicle,combat",No info,10,17,2018,7,17,Mar,"['simulation', 'vehicle', 'combat']"
MTV Music Generator 3: This Is the Remix,Xbox,2004-06-22,79,54.0,MixMax,"miscellaneous,musicmaker",1,26,10,2004,6,22,Mar,"['musicmaker', 'miscellaneous']"
ESPN Major League Baseball,PlayStation2,2004-05-04,79,87.0,BlueShift,"sports,traditional,baseball,sim",4,16,9,2004,5,4,Mar,"['baseball', 'sports', 'sim', 'traditional']"
Tak and the Power of Juju,GameBoyAdvance,2003-10-15,79,82.0,AvalancheSoftware,"action,platformer,3d",1,28,22,2003,10,15,Mie,"['3d', 'action', 'platformer']"
Final Fantasy Origins,PlayStation,2003-04-08,79,85.0,TOSE,"role-playing,console-stylerpg",1,21,88,2003,4,8,Mar,"['console-stylerpg', 'role-playing']"
Dynasty Tactics,PlayStation2,2002-09-17,79,81.0,Koei,"role-playing,strategy,turn-based,console-stylerpg,historic",2,14,31,2002,9,17,Mar,"['historic', 'console-stylerpg', 'turn-based', 'role-playing', 'strategy']"
MLB Slugfest 20-03,Xbox,2002-08-26,79,62.0,GratuitousGames,"sports,traditional,baseball,arcade",2,9,5,2002,8,26,Lun,"['baseball', 'sports', 'arcade', 'traditional']"
Giants: Citizen Kabuto,PlayStation2,2001-12-20,79,70.0,DigitalMayhem,"action,shooter,third-person,sci-fi",1,15,7,2001,12,20,Jue,"['shooter', 'action', 'third-person', 'sci-fi']"
Parasite Eve II,PlayStation,2000-09-12,79,88.0,SquareSoft,"role-playing,actionrpg",No info,14,137,2000,9,12,Mar,"['actionrpg', 'role-playing']"
For Honor,XboxOne,2017-02-14,79,59.0,UbisoftMontreal,"actionadventure,general",>4,26,290,2017,2,14,Mar,"['general', 'actionadventure']"
A Hat in Time,PC,2017-10-05,79,86.0,GearsforBreakfast,"action,platformer,3d",1,39,423,2017,10,5,Jue,"['3d', 'action', 'platformer']"
Ace Combat 7: Skies Unknown,XboxOne,2019-01-18,79,80.0,BandaiNamcoGames,"simulation,flight,combat",>4,17,105,2019,1,18,Vie,"['simulation', 'flight', 'combat']"
Sang-Froid: Tales of Werewolves,PC,2013-04-05,79,77.0,ArtificeStudio,"action,actionadventure,general,general",No info,13,112,2013,4,5,Vie,"['general', 'action', 'actionadventure']"
The Incredible Adventures of Van Helsing: Final Cut,PC,2015-11-06,79,71.0,NeocoreGames,"role-playing,actionrpg",No info,10,59,2015,11,6,Vie,"['actionrpg', 'role-playing']"
Def Jam: Fight for NY: The Takeover,PSP,2006-08-29,79,83.0,AkiCorp.,"action,fighting,fighting,wrestling,3d,wrestling",1,25,23,2006,8,29,Mar,"['wrestling', 'fighting', 'action', '3d']"
Hexic HD,Xbox360,2005-11-22,79,70.0,CarbonatedGames,"miscellaneous,puzzle,puzzle,general,puzzle,general",1,11,52,2005,11,22,Mar,"['general', 'puzzle', 'miscellaneous']"
WWE Day of Reckoning,GameCube,2004-08-30,79,88.0,Yuke's,"action,fighting,wrestling",4,47,90,2004,8,30,Lun,"['wrestling', 'fighting', 'action']"
Jotun: Valhalla Edition,WiiU,2016-09-08,79,64.0,ThunderLotusGames,"action,general",No info,9,7,2016,9,8,Jue,"['general', 'action']"
Stella Glow,3DS,2015-11-17,79,84.0,"ImageEpoch,Imageepoch","strategy,turn-based,general",1,32,118,2015,11,17,Mar,"['general', 'turn-based', 'strategy']"
Edge,WiiU,2013-11-21,79,75.0,TwoTribes,"general,puzzle,miscellaneous,puzzle,general",No info,9,45,2013,11,21,Jue,"['general', 'puzzle', 'miscellaneous']"
Pro Evolution Soccer 2012,Wii,2011-11-15,79,74.0,Konami,"sports,traditional,team,football,soccer,sim,sim,sim",No info,9,14,2011,11,15,Mar,"['team', 'sports', 'soccer', 'football', 'sim', 'traditional']"
Rochard,PlayStation3,2011-09-27,79,97.0,RecoilGames,"action,adventure,general,general,platformer,2d",No info,34,465,2011,9,27,Mar,"['2d', 'platformer', 'general', 'action', 'adventure']"
Alien: Isolation,PlayStation4,2014-10-07,79,82.0,CreativeAssembly,"actionadventure,sci-fi,general,survival",1,50,1160,2014,10,7,Mar,"['sci-fi', 'general', 'survival', 'actionadventure']"
Professor Layton VS Phoenix Wright Ace Attorney,3DS,2014-08-29,79,82.0,Level5,"general,puzzle,miscellaneous,puzzle,general",1,69,145,2014,8,29,Vie,"['general', 'puzzle', 'miscellaneous']"
Mortal Kombat 11: Aftermath,XboxOne,2020-05-26,79,67.0,NetherRealmStudios,"action,fighting,2d",No info,11,20,2020,5,26,Mar,"['2d', 'fighting', 'action']"
Knights And Bikes,PC,2019-08-26,79,73.0,FoamSword,"actionadventure,general",>4,10,13,2019,8,26,Lun,"['general', 'actionadventure']"
CastleStorm,Xbox360,2013-05-29,79,68.0,ZenStudios,"strategy,general,general",No info,31,36,2013,5,29,Mie,"['general', 'strategy']"
GRID,DS,2008-08-05,79,81.0,FirebrandGames,"driving,racing,simulation,gt/street,gt/street,automobile",1,19,15,2008,8,5,Mar,"['driving', 'simulation', 'gt/street', 'automobile', 'racing']"
Call of Juarez: Gunslinger,PC,2013-05-22,79,82.0,Techland,"action,shooter,shooter,first-person,historic,historic,arcade",1,23,880,2013,5,22,Mie,"['historic', 'first-person', 'shooter', 'action', 'arcade']"
Ultimate Marvel vs. Capcom 3,Xbox360,2011-11-15,79,66.0,Capcom,"action,fighting,fighting,2d,2d",>4,44,97,2011,11,15,Mar,"['2d', 'fighting', 'action']"
Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,PlayStation2,2009-05-12,79,33.0,AtlusCo.,"role-playing,general",No info,23,173,2009,5,12,Mar,"['general', 'role-playing']"
Catherine,PlayStation3,2011-07-26,79,82.0,Atlus,"actionadventure,horror,horror,survival",1,61,473,2011,7,26,Mar,"['horror', 'survival', 'actionadventure']"
Crash Bandicoot N. Sane Trilogy,XboxOne,2018-06-29,79,75.0,VicariousVisions,"miscellaneous,compilation",1,15,99,2018,6,29,Vie,"['compilation', 'miscellaneous']"
Blazing Chrome,Switch,2019-07-11,79,80.0,"JoyMasher,SeavenStudio","action,platformer,2d",1,15,23,2019,7,11,Jue,"['2d', 'action', 'platformer']"
Rome: Total War Alexander,PC,2006-06-19,79,77.0,CreativeAssembly,"strategy,real-time,historic,general,historic",>4,10,75,2006,6,19,Lun,"['general', 'real-time', 'historic', 'strategy']"
Street Fighter Anniversary Collection,Xbox,2005-02-22,79,67.0,Capcom,"miscellaneous,compilation",2,33,10,2005,2,22,Mar,"['compilation', 'miscellaneous']"
Hob,PlayStation4,2017-09-26,79,69.0,RunicGames,"action,actionadventure,general",No info,18,53,2017,9,26,Mar,"['general', 'action', 'actionadventure']"
Pinball FX2 VR,PlayStation4,2016-11-29,79,71.0,ZenStudios,"action,miscellaneous,general,pinball",No info,22,19,2016,11,29,Mar,"['general', 'action', 'miscellaneous', 'pinball']"
Driver: San Francisco,PlayStation3,2011-09-06,79,76.0,UbisoftReflections,"driving,racing,mission-based,arcade,mission-based,automobile",No info,53,132,2011,9,6,Mar,"['mission-based', 'driving', 'arcade', 'automobile', 'racing']"
The Banner Saga,PlayStation4,2016-01-12,79,76.0,Stoic,"role-playing,general,strategy,turn-based,tactics",No info,21,117,2016,1,12,Mar,"['general', 'tactics', 'turn-based', 'role-playing', 'strategy']"
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,PC,2008-10-27,79,66.0,TelltaleGames,"miscellaneous,adventure,general,compilation",No info,18,10,2008,10,27,Lun,"['compilation', 'general', 'adventure', 'miscellaneous']"
Trials Fusion,PlayStation4,2014-04-15,79,71.0,RedLynx,"driving,racing,arcade,motorcycle,automobile,street,street",4,51,296,2014,4,15,Mar,"['street', 'driving', 'arcade', 'motorcycle', 'automobile', 'racing']"
LocoRoco,PlayStation4,2017-05-09,79,70.0,SonyInteractiveEntertainment,"action,platformer,2d",No info,31,35,2017,5,9,Mar,"['2d', 'action', 'platformer']"
Ion Fury,PC,2019-08-15,79,69.0,"3DRealms,Voidpoint,LLC","action,general,shooter,first-person,arcade",1,29,271,2019,8,15,Jue,"['first-person', 'shooter', 'general', 'action', 'arcade']"
Sam & Max Episode 102: Situation: Comedy,PC,2006-12-20,79,75.0,TelltaleGames,"adventure,general,3d,point-and-click,third-person",1,36,18,2006,12,20,Mie,"['point-and-click', 'general', 'third-person', 'adventure', '3d']"
Prototype 2,PlayStation3,2012-04-24,79,68.0,RadicalEntertainment,"actionadventure,sci-fi,sci-fi,open-world",1,39,206,2012,4,24,Mar,"['sci-fi', 'open-world', 'actionadventure']"
Final Fantasy XIII-2,Xbox360,2012-01-31,79,64.0,SquareEnix,"role-playing,console-stylerpg,console-stylerpg,japanese-style",1,50,297,2012,1,31,Mar,"['console-stylerpg', 'role-playing', 'japanese-style']"
LEGO Harry Potter: Years 1-4,Xbox360,2010-06-29,79,80.0,Traveller'sTales,"actionadventure,adventure,general,fantasy,general,fantasy,linear",1,58,78,2010,6,29,Mar,"['actionadventure', 'general', 'linear', 'fantasy', 'adventure']"
Call of Duty: Warzone,XboxOne,2020-03-10,79,54.0,InfinityWard,"action,shooter,first-person,tactical",>4,7,48,2020,3,10,Mar,"['shooter', 'first-person', 'action', 'tactical']"
Spyro Reignited Trilogy,Switch,2019-09-03,79,83.0,ToysforBob,"miscellaneous,compilation",1,30,106,2019,9,3,Mar,"['compilation', 'miscellaneous']"
Blazing Chrome,PC,2019-07-11,79,72.0,JoyMasher,"action,platformer,2d",2,14,32,2019,7,11,Jue,"['2d', 'action', 'platformer']"
Gato Roboto,PC,2019-05-30,79,72.0,Doinksoft,"action,platformer,2d",1,11,23,2019,5,30,Jue,"['2d', 'action', 'platformer']"
The Awesome Adventures of Captain Spirit,PC,2018-06-25,79,73.0,DONTNODEntertainment,"actionadventure,general",1,11,118,2018,6,25,Lun,"['general', 'actionadventure']"
The Next Penelope,Switch,2017-12-21,79,77.0,AurelienRegard,"action,racing,general,arcade,futuristic",1,8,12,2017,12,21,Jue,"['general', 'arcade', 'futuristic', 'action', 'racing']"
Rumu,PC,2017-12-12,79,64.0,RobotHouse,"adventure,general",1,8,5,2017,12,12,Mar,"['general', 'adventure']"
Life is Strange: Before the Storm - Episode 1: Awake,XboxOne,2017-08-31,79,78.0,DeckNineGames,"actionadventure,general",No info,12,43,2017,8,31,Jue,"['general', 'actionadventure']"
Killing Floor 2,XboxOne,2017-08-29,79,68.0,TripwireInteractive,"action,shooter,first-person,arcade",No info,9,9,2017,8,29,Mar,"['shooter', 'first-person', 'action', 'arcade']"
Zen Pinball 2: Bethesda Pinball,PlayStation4,2016-12-06,79,0.0,ZenStudios,"action,pinball",No info,9,0,2016,12,6,Mar,"['pinball', 'action']"
Fallout 4: Far Harbor,PC,2016-05-19,79,67.0,BethesdaGameStudios,"role-playing,western-style",No info,15,249,2016,5,19,Jue,"['western-style', 'role-playing']"
King's Quest Chapter 3: Once Upon a Climb,PlayStation4,2016-04-26,79,71.0,TheOddGentlemen,"adventure,general",No info,10,29,2016,4,26,Mar,"['general', 'adventure']"
Goetia,PC,2016-04-14,79,71.0,Sushee,"adventure,point-and-click",1,7,15,2016,4,14,Jue,"['point-and-click', 'adventure']"
Dying Light: The Following,PC,2016-02-09,79,83.0,Techland,"actionadventure,survival",No info,33,164,2016,2,9,Mar,"['survival', 'actionadventure']"
Monster Tale,DS,2011-03-16,79,80.0,DreamRift,"action,platformer,platformer,2d,2d",1,15,23,2011,3,16,Mie,"['2d', 'action', 'platformer']"
Tropico 3: Absolute Power,PC,2010-05-17,79,78.0,"Haemimont,HaemimontGames","strategy,tycoon,management,tycoon,government",No info,11,22,2010,5,17,Lun,"['government', 'tycoon', 'management', 'strategy']"
Age of Zombies,PSP,2010-02-25,79,68.0,HalfbrickStudios,"actionadventure,horror,horror,survival",No info,11,12,2010,2,25,Jue,"['horror', 'survival', 'actionadventure']"
Bit.Trip Void,Wii,2009-11-23,79,79.0,GaijinGames,"action,miscellaneous,rhythm,music,music",4,19,7,2009,11,23,Lun,"['rhythm', 'music', 'action', 'miscellaneous']"
NBA 09 The Inside,PSP,2008-10-07,79,74.0,SCEASanDiegoStudios,"sports,traditional,team,basketball,sim,sim",2,9,7,2008,10,7,Mar,"['team', 'sports', 'basketball', 'sim', 'traditional']"
Sam & Max Episode 106: Bright Side of the Moon,PC,2007-04-26,79,69.0,TelltaleGames,"adventure,general,3d,point-and-click,third-person",1,26,15,2007,4,26,Jue,"['point-and-click', 'general', 'third-person', 'adventure', '3d']"
Tiger Woods PGA Tour 07,PlayStation2,2006-10-10,79,60.0,EARedwoodShores,"sports,traditional,golf,sim",4,33,8,2006,10,10,Mar,"['sports', 'sim', 'golf', 'traditional']"
MTV Music Generator 3: This Is the Remix,PlayStation2,2004-06-22,79,79.0,MixMax,"miscellaneous,musicmaker",1,28,8,2004,6,22,Mar,"['musicmaker', 'miscellaneous']"
Activision Anthology,GameBoyAdvance,2003-12-09,79,60.0,Aspyr,"miscellaneous,compilation",2,13,4,2003,12,9,Mar,"['compilation', 'miscellaneous']"
Gladius,Xbox,2003-10-28,79,86.0,LucasArts,"strategy,turn-based,fantasy",4,31,23,2003,10,28,Mar,"['fantasy', 'turn-based', 'strategy']"
Day of Defeat,PC,2003-05-06,79,91.0,ValveSoftware,"action,shooter,shooter,first-person,historic,tactical,historic",>4,22,800,2003,5,6,Mar,"['historic', 'first-person', 'shooter', 'action', 'tactical']"
Tekken 4,PlayStation2,2002-09-23,79,82.0,Namco,"action,fighting,3d",2,23,170,2002,9,23,Lun,"['fighting', 'action', '3d']"
Twisted Metal: Black Online,PlayStation2,2002-08-27,79,73.0,IncognitoInc.,"driving,carcombat",2,18,11,2002,8,27,Mar,"['carcombat', 'driving']"
Jumpgate: The Reconstruction Initiative,PC,2001-09-23,79,0.0,NetDevil,"simulation,sci-fi,space,largespaceship,civilian",>4,8,0,2001,9,23,Dom,"['sci-fi', 'civilian', 'simulation', 'space', 'largespaceship']"
Aqua Aqua,PlayStation2,2001-01-09,79,0.0,ZedTwoLimited,"miscellaneous,puzzle,puzzle,general",2,14,0,2001,1,9,Mar,"['general', 'puzzle', 'miscellaneous']"
Space Empires IV,PC,2000-11-07,79,77.0,MalfadorMachinations,"strategy,turn-based,general,general,4x",>4,13,44,2000,11,7,Mar,"['general', 'turn-based', '4x', 'strategy']"
Sega Marine Fishing,Dreamcast,2000-08-20,79,88.0,Sega,"sports,nature,fishing",No info,18,6,2000,8,20,Dom,"['sports', 'nature', 'fishing']"
Pro Evolution Soccer 2019,PlayStation4,2018-08-28,79,64.0,Konami,"sports,team,soccer,sim",>4,56,321,2018,8,28,Mar,"['team', 'sports', 'soccer', 'sim']"
Mirror's Edge,Xbox360,2008-11-11,79,76.0,EADICE,"action,actionadventure,shooter,modern,general,modern,first-person,modern",1,82,365,2008,11,11,Mar,"['actionadventure', 'modern', 'first-person', 'shooter', 'general', 'action']"
Tom Clancy's The Division,PC,2016-03-08,79,60.0,MassiveEntertainment,"shooter,modern,modern,action,shooter,third-person,tactical,arcade",No info,33,1460,2016,3,8,Mar,"['modern', 'shooter', 'action', 'third-person', 'tactical', 'arcade']"
