Nombre,Plataforma,Fecha_Salida,Score,Score_Jugadores,Desarrollador,Genero,Jugadores,Criticos,Usuarios,Anio,Mes,Numero_Dia,Nombre_Dia,Lista_Generos
Real World Golf,PlayStation2,2006-04-11,73,63.0,"AquaPacific,In2Games","sports,traditional,golf,sim",4,11,4,2006,4,11,Mar,"['sports', 'sim', 'golf', 'traditional']"
Warp,Xbox360,2012-02-15,73,74.0,Trapdoor,"action,general,general",No info,39,28,2012,2,15,Mie,"['general', 'action']"
Batman: The Telltale Series - Episode 2: Children of Arkham,PC,2016-09-20,73,70.0,TelltaleGames,"adventure,point-and-click",No info,20,70,2016,9,20,Mar,"['point-and-click', 'adventure']"
Call of Duty: Black Ops III,PC,2015-11-05,73,31.0,Treyarch,"action,shooter,first-person,arcade",No info,10,1223,2015,11,5,Jue,"['shooter', 'first-person', 'action', 'arcade']"
Zone of the Enders HD Collection,PlayStation3,2012-10-30,73,78.0,HighVoltageSoftware,"miscellaneous,compilation,compilation",1,27,56,2012,10,30,Mar,"['compilation', 'miscellaneous']"
The Sims 3,DS,2010-10-26,73,62.0,ExientEntertainment,"simulation,miscellaneous,virtuallife,virtual,virtuallife",No info,9,24,2010,10,26,Mar,"['simulation', 'virtual', 'miscellaneous', 'virtuallife']"
War of the Roses,PC,2012-10-02,73,58.0,FatsharkAB,"action,general,general",No info,28,279,2012,10,2,Mar,"['general', 'action']"
Gravity Crash,PlayStation3,2009-11-24,73,73.0,JustAddWater,"action,general,shooter,scrolling,shoot-'em-up,top-down",No info,28,14,2009,11,24,Mar,"['shooter', 'general', 'action', 'scrolling', 'top-down', ""shoot-'em-up""]"
PAIN: Amusement Park,PlayStation3,2008-09-11,73,58.0,IdolMinds,"action,general,general",4,9,5,2008,9,11,Jue,"['general', 'action']"
Red Faction: Guerrilla Re-Mars-tered,XboxOne,2018-07-03,73,42.0,VolitionInc.,"action,shooter,third-person,arcade",>4,16,13,2018,7,3,Mar,"['shooter', 'action', 'third-person', 'arcade']"
Warlords Battlecry III,PC,2004-05-19,73,85.0,InfiniteInteractive,"strategy,real-time,fantasy,general",>4,25,40,2004,5,19,Mie,"['fantasy', 'general', 'real-time', 'strategy']"
Tribes Aerial Assault,PlayStation2,2002-09-23,73,88.0,MidwayStudios-Austin,"action,shooter,first-person,sci-fi",>4,23,45,2002,9,23,Lun,"['shooter', 'first-person', 'action', 'sci-fi']"
Mini Ninjas,Xbox360,2009-09-08,73,83.0,IoInteractive,"actionadventure,adventure,general,fantasy,general,fantasy",No info,44,44,2009,9,8,Mar,"['general', 'adventure', 'actionadventure', 'fantasy']"
Madagascar,PC,2005-05-24,73,77.0,Beenox,"action,platformer,platformer,3d,3d",4,14,23,2005,5,24,Mar,"['3d', 'action', 'platformer']"
Sakura Wars,PlayStation4,2020-04-28,73,73.0,Sega,"strategy,turn-based,tactics,action,beat-'em-up,3d",1,62,143,2020,4,28,Mar,"[""beat-'em-up"", '3d', 'tactics', 'action', 'turn-based', 'strategy']"
Dandara,Switch,2018-02-06,73,73.0,"RawFury,LongHatHouse","action,general,platformer,2d",1,22,53,2018,2,6,Mar,"['2d', 'general', 'action', 'platformer']"
X3: Terran Conflict,PC,2008-10-16,73,79.0,Egosoft,"simulation,sci-fi,space,smallspaceship,smallspaceship,combat",No info,16,236,2008,10,16,Jue,"['sci-fi', 'simulation', 'smallspaceship', 'space', 'combat']"
Contact,DS,2006-10-19,73,82.0,GrasshopperManufacture,"role-playing,console-stylerpg,console-stylerpg,japanese-style",>4,36,39,2006,10,19,Jue,"['console-stylerpg', 'role-playing', 'japanese-style']"
Digimon Story Cyber Sleuth: Hacker's Memory,PlayStation4,2018-01-19,73,73.0,MediaVision,"role-playing,japanese-style",2,39,118,2018,1,19,Vie,"['role-playing', 'japanese-style']"
Tony Hawk's Proving Ground,PlayStation3,2007-10-15,73,65.0,NeversoftEntertainment,"sports,alternative,individual,skateboarding,skateboarding,skate/skateboard",>4,36,21,2007,10,15,Lun,"['sports', 'individual', 'skate/skateboard', 'skateboarding', 'alternative']"
Tom Clancy's Rainbow Six Siege,PlayStation4,2015-12-01,73,73.0,UbisoftMontreal,"modern,action,shooter,first-person,tactical",>4,40,961,2015,12,1,Mar,"['modern', 'first-person', 'shooter', 'action', 'tactical']"
The Elder Scrolls Online: Greymoor,PlayStation4,2020-06-09,73,58.0,ZeniMaxMedia,"role-playing,massivelymultiplayer",No info,7,11,2020,6,9,Mar,"['massivelymultiplayer', 'role-playing']"
Jay and Silent Bob: Mall Brawl,Switch,2020-05-07,73,76.0,InterabangEntertainment,"action,beat-'em-up,2d",2,9,8,2020,5,7,Jue,"['2d', 'action', ""beat-'em-up""]"
Lydia,Switch,2020-01-17,73,66.0,PlatonicPartnership,"adventure,general",1,9,19,2020,1,17,Vie,"['general', 'adventure']"
Heroland,PlayStation4,2019-12-03,73,0.0,FuRyu,"role-playing,japanese-style",1,8,0,2019,12,3,Mar,"['role-playing', 'japanese-style']"
Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,Switch,2019-10-15,73,59.0,Beamdog,"miscellaneous,compilation",1,10,8,2019,10,15,Mar,"['compilation', 'miscellaneous']"
Ghostbusters: The Video Game Remastered,Switch,2019-10-04,73,67.0,SaberInteractive,"action,general",1,10,24,2019,10,4,Vie,"['general', 'action']"
Hue,Switch,2019-06-06,73,0.0,FiddlesticksGames,"puzzle,action",1,9,0,2019,6,6,Jue,"['puzzle', 'action']"
A Pixel Story,XboxOne,2017-02-24,73,0.0,LamplightStudios,"action,platformer,2d",1,8,0,2017,2,24,Vie,"['2d', 'action', 'platformer']"
Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,XboxOne,2016-01-26,73,76.0,"CrystalDynamics,NixxesSoftware","actionadventure,general,linear",No info,15,48,2016,1,26,Mar,"['general', 'linear', 'actionadventure']"
LBX: Little Battlers eXperience,3DS,2015-08-21,73,74.0,Level5,"action,role-playing,general,actionrpg",No info,23,56,2015,8,21,Vie,"['general', 'role-playing', 'action', 'actionrpg']"
Lemma,PC,2015-05-12,73,77.0,EvanTodd,"actionadventure,linear",1,8,7,2015,5,12,Mar,"['linear', 'actionadventure']"
Nihilumbra,PlayStationVita,2015-01-27,73,64.0,"BEAUTIFUNGAMESSL,BeautiFunGames","action,platformer,2d",No info,12,21,2015,1,27,Mar,"['2d', 'action', 'platformer']"
God of War Collection,PlayStationVita,2014-05-06,73,76.0,"SanzaruGames,SanzaruGames,Inc.","actionadventure,fantasy,compilation,miscellaneous,compilation",1,28,176,2014,5,6,Mar,"['compilation', 'fantasy', 'miscellaneous', 'actionadventure']"
Gigantic Army,PC,2014-02-05,73,64.0,AstroPort,"general,action,general",1,7,10,2014,2,5,Mie,"['general', 'action']"
Dustforce,PlayStationVita,2014-02-04,73,69.0,"Hitbox,QLOC","action,platformer,2d",No info,14,17,2014,2,4,Mar,"['2d', 'action', 'platformer']"
Twisted Metal: Head-On - Extra Twisted Edition,PlayStation2,2008-02-05,73,81.0,EatSleepPlay,"driving,carcombat",2,29,12,2008,2,5,Mar,"['carcombat', 'driving']"
The Lord of the Rings: The Third Age,PlayStation2,2004-11-02,73,80.0,EAGames,"role-playing,console-stylerpg",2,35,79,2004,11,2,Mar,"['console-stylerpg', 'role-playing']"
Classic NES Series: Zelda II: The Adventure of Link,GameBoyAdvance,2004-10-25,73,74.0,Nintendo,"role-playing,actionrpg",1,8,63,2004,10,25,Lun,"['actionrpg', 'role-playing']"
Max Payne 2: The Fall of Max Payne,PlayStation2,2003-12-02,73,83.0,RockstarVienna,"action,shooter,third-person,modern",1,27,86,2003,12,2,Mar,"['shooter', 'action', 'third-person', 'modern']"
Warlords IV: Heroes of Etheria,PC,2003-10-21,73,74.0,InfiniteInteractive,"strategy,turn-based,fantasy,general",>4,15,19,2003,10,21,Mar,"['fantasy', 'turn-based', 'general', 'strategy']"
Indiana Jones and the Emperor's Tomb,PC,2003-03-25,73,76.0,DoubleHelixGames,"actionadventure,modern,general,modern",1,15,63,2003,3,25,Mar,"['general', 'actionadventure', 'modern']"
All-Star Baseball 2004 featuring Derek Jeter,GameBoyAdvance,2003-02-23,73,0.0,AcclaimStudiosManchester,"sports,traditional,baseball,sim",2,8,0,2003,2,23,Dom,"['baseball', 'sports', 'sim', 'traditional']"
WWE Road to WrestleMania X8,GameBoyAdvance,2002-10-23,73,75.0,Natsume,"action,fighting,wrestling",4,10,6,2002,10,23,Mie,"['wrestling', 'fighting', 'action']"
Test Drive,PlayStation2,2002-05-27,73,73.0,PitbullSyndicate,"driving,racing,gt/street",2,19,27,2002,5,27,Lun,"['gt/street', 'racing', 'driving']"
Baseball Mogul 2003,PC,2002-04-30,73,73.0,SportsMogul,"sports,traditional,team,baseball,management,management,sim",1,13,4,2002,4,30,Mar,"['team', 'sports', 'baseball', 'sim', 'management', 'traditional']"
Pac-Man World 2,PlayStation2,2002-02-24,73,77.0,Namco,"action,platformer,3d",2,19,33,2002,2,24,Dom,"['3d', 'action', 'platformer']"
Excite Truck,Wii,2006-11-19,72,84.0,MonsterGamesInc.,"driving,racing,arcade,arcade,automobile",1,57,86,2006,11,19,Dom,"['arcade', 'automobile', 'racing', 'driving']"
Crimson Alliance,Xbox360,2011-09-07,72,72.0,CertainAffinity,"actionadventure,fantasy,general,fantasy",No info,51,39,2011,9,7,Mie,"['fantasy', 'general', 'actionadventure']"
SOCOM: U.S. Navy Seals: Combined Assault,PlayStation2,2006-11-07,72,83.0,ZipperInteractive,"action,shooter,third-person,tactical,modern",>4,38,39,2006,11,7,Mar,"['modern', 'shooter', 'action', 'third-person', 'tactical']"
F.E.A.R.,PlayStation3,2007-04-24,72,76.0,Day1Studios,"action,shooter,shooter,first-person,modern,modern,arcade",>4,31,77,2007,4,24,Mar,"['modern', 'first-person', 'shooter', 'action', 'arcade']"
Mad Max,XboxOne,2015-09-01,72,76.0,AvalancheStudios,"action,actionadventure,general,general,open-world",1,18,311,2015,9,1,Mar,"['open-world', 'general', 'action', 'actionadventure']"
Dreamfall Chapters Book One: Reborn,PC,2014-10-21,72,76.0,RedThreadGames,"adventure,3d,third-person",No info,29,56,2014,10,21,Mar,"['adventure', 'third-person', '3d']"
Rock of Ages,Xbox360,2011-08-31,72,83.0,ACETeam,"action,miscellaneous,general,general,general",No info,42,21,2011,8,31,Mie,"['general', 'action', 'miscellaneous']"
Capcom Classics Collection Remixed,PSP,2006-03-22,72,63.0,DigitalEclipse,"miscellaneous,compilation,compilation",4,37,7,2006,3,22,Mie,"['compilation', 'miscellaneous']"
Sparklite,PlayStation4,2019-11-14,72,57.0,RedBlueGames,"actionadventure,general",1,17,15,2019,11,14,Jue,"['general', 'actionadventure']"
Styx: Shards of Darkness,PlayStation4,2017-03-14,72,72.0,Cyanide,"actionadventure,general",2,31,60,2017,3,14,Mar,"['general', 'actionadventure']"
Scrapland,PC,2004-11-04,72,83.0,MercurySteam,"action,actionadventure,general,sci-fi,general",>4,37,52,2004,11,4,Jue,"['sci-fi', 'general', 'action', 'actionadventure']"
Armillo,WiiU,2014-07-03,72,80.0,FuzzyWuzzyGames,"action,platformer,platformer,3d,3d",No info,13,42,2014,7,3,Jue,"['3d', 'action', 'platformer']"
Gratuitous Space Battles,PC,2009-11-16,72,68.0,PositechGames,"strategy,breeding/constructing,general,breeding/constructing",No info,11,76,2009,11,16,Lun,"['breeding/constructing', 'general', 'strategy']"
Wii Fit U,WiiU,2013-11-01,72,77.0,Nintendo,"sports,miscellaneous,general,exercise/fitness",No info,19,74,2013,11,1,Vie,"['exercise/fitness', 'sports', 'general', 'miscellaneous']"
Ridge Racer Unbounded,PlayStation3,2012-03-27,72,60.0,Bugbear,"driving,racing,arcade,arcade,automobile",>4,20,30,2012,3,27,Mar,"['arcade', 'automobile', 'racing', 'driving']"
Majesty 2: The Fantasy Kingdom Sim,PC,2009-09-17,72,73.0,"1C,Ino-Co,1CEntertainment","strategy,general,general",No info,31,140,2009,9,17,Jue,"['general', 'strategy']"
Brothers In Arms DS,DS,2007-06-21,72,80.0,Gameloft,"action,general,general,shooter,third-person,arcade",4,27,25,2007,6,21,Jue,"['shooter', 'general', 'action', 'third-person', 'arcade']"
Derrick the Deathfin,PlayStation3,2012-10-09,72,81.0,DifferentTuna,"miscellaneous,racing,general,general",No info,8,13,2012,10,9,Mar,"['general', 'miscellaneous', 'racing']"
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",PC,2009-07-30,72,72.0,TelltaleGames,"miscellaneous,adventure,general,compilation",No info,17,10,2009,7,30,Jue,"['compilation', 'general', 'adventure', 'miscellaneous']"
Pumpkin Jack,PC,2020-10-23,72,81.0,NicolasMeyssonnier,"action,platformer,3d",1,10,18,2020,10,23,Vie,"['3d', 'action', 'platformer']"
Borderlands 3: Psycho Krieg and the Fantastic Fustercluck,PC,2020-09-10,72,37.0,GearboxSoftware,"action,shooter,first-person,arcade",No info,8,12,2020,9,10,Jue,"['shooter', 'first-person', 'action', 'arcade']"
Adventures of Pip,PC,2015-03-17,72,70.0,TicTocGames,"action,platformer,2d",1,9,6,2015,3,17,Mar,"['2d', 'action', 'platformer']"
Harvest Moon: Frantic Farming,DS,2009-08-25,72,63.0,Natsume,"miscellaneous,puzzle,puzzle,general,puzzle,general",No info,7,7,2009,8,25,Mar,"['general', 'puzzle', 'miscellaneous']"
Serious Sam II,Xbox,2005-10-11,72,65.0,Croteam,"action,shooter,first-person,sci-fi",4,34,15,2005,10,11,Mar,"['shooter', 'first-person', 'action', 'sci-fi']"
Urban Chaos: Riot Response,Xbox,2006-06-13,72,86.0,RocksteadyStudios,"action,shooter,first-person,modern",>4,34,12,2006,6,13,Mar,"['shooter', 'first-person', 'action', 'modern']"
Game of Thrones: Episode Five - A Nest of Vipers,XboxOne,2015-07-22,72,69.0,TelltaleGames,"action,adventure,general,point-and-click",No info,10,15,2015,7,22,Mie,"['point-and-click', 'general', 'adventure', 'action']"
UEFA Champions League 2006-2007,Xbox360,2007-03-20,72,82.0,EACanada,"sports,traditional,team,soccer,management,management",>4,27,11,2007,3,20,Mar,"['team', 'sports', 'soccer', 'management', 'traditional']"
Persona 5: Dancing in Starlight,PlayStation4,2018-12-04,72,58.0,Atlus,"action,rhythm,music",1,28,105,2018,12,4,Mar,"['rhythm', 'music', 'action']"
Medal of Honor: European Assault,Xbox,2005-06-07,72,71.0,EALA,"action,shooter,first-person,historic",4,42,18,2005,6,7,Mar,"['shooter', 'first-person', 'action', 'historic']"
Bujingai: The Forsaken City,PlayStation2,2004-07-25,72,78.0,TaitoCorporation,"action,beat-'em-up",1,28,17,2004,7,25,Dom,"['action', ""beat-'em-up""]"
Lamplight City,PC,2018-09-13,72,73.0,GrundislavGames,"adventure,general",1,18,23,2018,9,13,Jue,"['general', 'adventure']"
The Wonderful 101: Remastered,Switch,2020-05-19,72,65.0,PlatinumGames,"action,general",>4,20,63,2020,5,19,Mar,"['general', 'action']"
Headmaster,PlayStation4,2016-10-13,72,74.0,FrameInteractive,"sports,team,soccer,arcade",No info,22,43,2016,10,13,Jue,"['team', 'sports', 'soccer', 'arcade']"
Galaga Legions DX,PlayStation3,2011-08-02,72,77.0,NamcoBandaiGames,"action,shooter,shooter,static,static,shoot-'em-up,vertical",No info,7,7,2011,8,2,Mar,"['static', 'shooter', 'action', 'vertical', ""shoot-'em-up""]"
Solar 2,PC,2011-06-17,72,69.0,Murudai,"action,general,general",No info,8,72,2011,6,17,Vie,"['general', 'action']"
FIFA World Cup: Germany 2006,PSP,2006-05-22,72,74.0,"EACanada,ExientEntertainment","sports,traditional,team,soccer,sim,sim",2,15,9,2006,5,22,Lun,"['team', 'sports', 'soccer', 'sim', 'traditional']"
Midway Arcade Treasures,GameCube,2003-12-18,72,81.0,Midway,"miscellaneous,compilation",4,11,7,2003,12,18,Jue,"['compilation', 'miscellaneous']"
No More Heroes: Heroes Paradise,PlayStation3,2011-08-16,72,73.0,FeelPlus,"action,beat-'em-up,beat-'em-up,2d,3d",1,38,46,2011,8,16,Mar,"['2d', 'action', ""beat-'em-up"", '3d']"
Destiny: House of Wolves,PlayStation4,2015-05-19,72,42.0,Bungie,"action,shooter,first-person,arcade",No info,31,237,2015,5,19,Mar,"['shooter', 'first-person', 'action', 'arcade']"
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013-03-05,72,72.0,MercurySteam,"actionadventure,fantasy,general,fantasy",1,68,252,2013,3,5,Mar,"['fantasy', 'general', 'actionadventure']"
Dead Rising 4,XboxOne,2016-12-06,72,48.0,"Capcom,CapcomVancouver","actionadventure,open-world",4,86,369,2016,12,6,Mar,"['open-world', 'actionadventure']"
Battlefield 3: Close Quarters,Xbox360,2012-06-26,72,55.0,EADICE,"action,shooter,shooter,first-person,modern,tactical,modern,arcade",No info,8,43,2012,6,26,Mar,"['modern', 'first-person', 'shooter', 'action', 'arcade', 'tactical']"
The Bigs,PSP,2007-06-25,72,0.0,BlueCastleGames,"sports,traditional,team,baseball,arcade,arcade",2,9,0,2007,6,25,Lun,"['team', 'sports', 'baseball', 'arcade', 'traditional']"
Mushroom Wars 2,Switch,2018-07-05,72,74.0,ZillionWhales,"strategy,real-time,command",>4,11,5,2018,7,5,Jue,"['command', 'real-time', 'strategy']"
Beyond: Two Souls,PlayStation4,2015-11-24,72,79.0,QuanticDream,"adventure,3d,third-person",1,30,1019,2015,11,24,Mar,"['adventure', 'third-person', '3d']"
Broken Sword 5: The Serpent's Curse,PlayStation4,2015-09-08,72,70.0,RevolutionSoftware,"adventure,general",1,14,50,2015,9,8,Mar,"['general', 'adventure']"
Alpha Protocol,PC,2010-06-01,72,75.0,ObsidianEntertainment,"role-playing,console-stylerpg,console-stylerpg,western-style",1,25,575,2010,6,1,Mar,"['console-stylerpg', 'role-playing', 'western-style']"
The Surge,PC,2017-05-16,72,67.0,Deck13,"general,role-playing,actionrpg",1,33,252,2017,5,16,Mar,"['general', 'role-playing', 'actionrpg']"
Hatoful Boyfriend,PlayStation4,2015-07-21,72,61.0,"Mediatonic,HatoMoa","general,adventure,visualnovel",No info,19,32,2015,7,21,Mar,"['general', 'adventure', 'visualnovel']"
Call of Duty: Advanced Warfare - Havoc,XboxOne,2015-01-27,72,64.0,SledgehammerGames,"action,shooter,first-person,modern,arcade",No info,17,20,2015,1,27,Mar,"['modern', 'first-person', 'shooter', 'action', 'arcade']"
Need for Speed Underground 2,GameBoyAdvance,2004-11-15,72,81.0,Pocketeers,"driving,racing,gt/street",2,8,17,2004,11,15,Lun,"['gt/street', 'racing', 'driving']"
Puyo Pop Fever,GameCube,2004-07-20,72,83.0,SonicTeam,"miscellaneous,puzzle,matching",2,18,6,2004,7,20,Mar,"['puzzle', 'miscellaneous', 'matching']"
Siren,PlayStation2,2004-04-20,72,78.0,SCEJapanStudio,"actionadventure,horror",1,48,54,2004,4,20,Mar,"['horror', 'actionadventure']"
Silent Hill 3,PC,2004-04-06,72,82.0,KCET,"actionadventure,horror,horror,survival",1,12,217,2004,4,6,Mar,"['horror', 'survival', 'actionadventure']"
Medal of Honor: Allied Assault - Breakthrough,PC,2003-09-22,72,65.0,TKOSoftware,"action,shooter,shooter,first-person,historic,historic,arcade",No info,14,51,2003,9,22,Lun,"['historic', 'first-person', 'shooter', 'action', 'arcade']"
Buffy the Vampire Slayer: Chaos Bleeds,PlayStation2,2003-08-27,72,88.0,EurocomEntertainmentSoftware,"action,beat-'em-up",4,27,47,2003,8,27,Mie,"['action', ""beat-'em-up""]"
X2: Wolverine's Revenge,GameBoyAdvance,2003-04-15,72,72.0,VicariousVisions,"action,platformer,2d",1,8,5,2003,4,15,Mar,"['2d', 'action', 'platformer']"
Impossible Creatures,PC,2002-12-29,72,79.0,Relic,"strategy,real-time,fantasy,general,fantasy",>4,30,53,2002,12,29,Dom,"['fantasy', 'general', 'real-time', 'strategy']"
NBA Inside Drive 2003,Xbox,2002-10-31,72,76.0,HighVoltageSoftware,"sports,traditional,basketball,sim",4,21,9,2002,10,31,Jue,"['sports', 'basketball', 'sim', 'traditional']"
Fire Pro Wrestling 2,GameBoyAdvance,2002-09-23,72,83.0,Spike,"action,fighting,wrestling",4,7,8,2002,9,23,Lun,"['wrestling', 'fighting', 'action']"
Cultures 2: The Gates of Asgard,PC,2002-08-26,72,77.0,"FunaticsDevelopmentGmbH,FunaticsSoftware,Funatics","strategy,citybuilding,management,historic,historic,government",>4,7,12,2002,8,26,Lun,"['historic', 'government', 'citybuilding', 'management', 'strategy']"
Looney Tunes: Sheep Raider,PlayStation,2001-09-27,72,86.0,Infogrames,"action,general",No info,12,49,2001,9,27,Jue,"['general', 'action']"
Cultures 2: The Gates of Asgard,PC,2002-08-26,72,77.0,"FunaticsDevelopmentGmbH,FunaticsSoftware,Funatics","strategy,citybuilding,management,historic,historic,government",>4,7,12,2002,8,26,Lun,"['historic', 'government', 'citybuilding', 'management', 'strategy']"
Looney Tunes: Sheep Raider,PlayStation,2001-09-27,72,86.0,Infogrames,"action,general",No info,12,49,2001,9,27,Jue,"['general', 'action']"
Call to Power II,PC,2000-11-17,72,71.0,Activision,"strategy,turn-based,historic,general,historic,4x",1,21,17,2000,11,17,Vie,"['4x', 'historic', 'general', 'turn-based', 'strategy']"
FIFA 21,PlayStation4,2020-10-06,72,8.0,ElectronicArts,"sports,team,soccer,sim",>4,57,1153,2020,10,6,Mar,"['team', 'sports', 'soccer', 'sim']"
Monster Hunter Freedom 2,PSP,2007-08-28,72,85.0,Capcom,"role-playing,actionrpg,actionrpg",4,38,95,2007,8,28,Mar,"['actionrpg', 'role-playing']"
Grand Ages: Rome,PC,2009-03-17,72,78.0,"Haemimont,HaemimontGames","strategy,real-time,historic,general,historic",No info,18,47,2009,3,17,Mar,"['general', 'real-time', 'historic', 'strategy']"
RAGE 2,XboxOne,2019-05-14,72,60.0,"idSoftware,AvalancheStudios","action,shooter,first-person,arcade",1,21,194,2019,5,14,Mar,"['shooter', 'first-person', 'action', 'arcade']"
Tricky Towers,PlayStation4,2016-08-02,72,70.0,"WeirdBeardB.V.,WeirdBeard","puzzle,stacking",4,20,88,2016,8,2,Mar,"['puzzle', 'stacking']"
Remember Me,PlayStation3,2013-06-04,72,73.0,DONTNODEntertainment,"actionadventure,sci-fi,sci-fi,general",1,37,458,2013,6,4,Mar,"['sci-fi', 'general', 'actionadventure']"
Layers of Fear,PC,2016-02-16,72,74.0,BlooberTeam,"adventure,3d,first-person",1,46,369,2016,2,16,Mar,"['first-person', 'adventure', '3d']"
Serious Sam 3: BFE,PC,2011-11-22,72,81.0,Croteam,"action,shooter,shooter,first-person,sci-fi,sci-fi,arcade",1,53,700,2011,11,22,Mar,"['sci-fi', 'first-person', 'shooter', 'arcade', 'action']"
No Straight Roads,PC,2020-08-25,72,73.0,Metronomik,"action,rhythm,music,actionadventure,open-world",1,11,74,2020,8,25,Mar,"['actionadventure', 'music', 'action', 'rhythm', 'open-world']"
WWE SmackDown vs. Raw 2009,PSP,2008-11-09,72,65.0,Yuke's,"action,sports,fighting,fighting,individual,wrestling,combat,wrestling",4,9,14,2008,11,9,Dom,"['wrestling', 'sports', 'individual', 'fighting', 'action', 'combat']"
Zombie Army 4: Dead War,PlayStation4,2020-02-04,72,66.0,Rebellion,"action,shooter,first-person,arcade",4,60,62,2020,2,4,Mar,"['shooter', 'first-person', 'action', 'arcade']"
Earth Defense Force 2: Invaders From Planet Space,PlayStationVita,2015-12-08,72,82.0,Sandlot,"action,shooter,third-person,arcade",No info,20,24,2015,12,8,Mar,"['shooter', 'action', 'third-person', 'arcade']"
Bully: Scholarship Edition,PC,2008-10-21,72,76.0,"MadDocSoftware,RockstarVancouver","actionadventure,modern,modern,open-world",1,11,383,2008,10,21,Mar,"['open-world', 'actionadventure', 'modern']"
Final Fantasy Type-0 HD,PlayStation4,2015-03-17,72,75.0,HexaDrive,"role-playing,actionrpg",1,77,623,2015,3,17,Mar,"['actionrpg', 'role-playing']"
Marvel vs. Capcom Origins,PlayStation3,2012-09-25,72,80.0,IronGalaxyStudios,"action,miscellaneous,fighting,compilation,2d",No info,11,10,2012,9,25,Mar,"['2d', 'fighting', 'action', 'miscellaneous', 'compilation']"
chick chick BOOM,Wii,2010-12-27,72,82.0,TonsofBits,"action,general,general",4,15,15,2010,12,27,Lun,"['general', 'action']"
CastleStorm: Virtual Reality,PlayStation4,2017-08-01,72,38.0,ZenStudios,"strategy,real-time,defense",2,11,6,2017,8,1,Mar,"['defense', 'real-time', 'strategy']"
Order Up!!,3DS,2012-06-21,72,65.0,SuperVillainStudios,"action,miscellaneous,general,general,general",No info,7,6,2012,6,21,Jue,"['general', 'action', 'miscellaneous']"
Blocks That Matter,PC,2011-08-19,72,72.0,SwingSwingSubmarine,"action,general,general,platformer,2d",No info,8,59,2011,8,19,Vie,"['2d', 'general', 'action', 'platformer']"
DC Universe Online,PC,2011-01-11,72,68.0,WBIE,"role-playing,massivelymultiplayeronline,massivelymultiplayer,fantasy,fantasy",>4,27,257,2011,1,11,Mar,"['massivelymultiplayer', 'massivelymultiplayeronline', 'role-playing', 'fantasy']"
The Getaway,PlayStation2,2003-01-19,72,70.0,TeamSoho,"actionadventure,modern",1,49,109,2003,1,19,Dom,"['actionadventure', 'modern']"
NBA 2K8,PlayStation2,2007-10-02,72,60.0,VisualConcepts,"sports,traditional,basketball,sim",>4,7,9,2007,10,2,Mar,"['sports', 'basketball', 'sim', 'traditional']"
Omega Five,Xbox360,2008-01-09,72,84.0,Natsume,"action,shooter,shooter,scrolling,scrolling,shoot-'em-up,vertical",2,33,18,2008,1,9,Mie,"['shooter', 'action', 'scrolling', 'vertical', ""shoot-'em-up""]"
Race Pro,Xbox360,2009-02-17,72,71.0,SimBin,"driving,racing,simulation,gt/street,gt/street,automobile",>4,54,61,2009,2,17,Mar,"['driving', 'simulation', 'gt/street', 'automobile', 'racing']"
Anno 2205,PC,2015-11-02,72,61.0,BlueByte,"strategy,management,government",1,45,315,2015,11,2,Lun,"['government', 'management', 'strategy']"
NBA 06,PSP,2005-10-04,72,54.0,SCEASportsStudio,"sports,traditional,team,basketball,sim,sim",2,19,8,2005,10,4,Mar,"['team', 'sports', 'basketball', 'sim', 'traditional']"
Lost Dimension,PlayStationVita,2015-07-28,72,78.0,FuRyu,"adventure,general",No info,28,40,2015,7,28,Mar,"['general', 'adventure']"
Commanders: Attack of the Genos,Xbox360,2008-02-13,72,80.0,SouthendInteractive,"strategy,turn-based,sci-fi,sci-fi,general",4,26,12,2008,2,13,Mie,"['sci-fi', 'general', 'turn-based', 'strategy']"
"Warhammer 40,000: Mechanicus",Switch,2020-07-17,72,59.0,BulwarkStudios,"action,general",1,8,12,2020,7,17,Vie,"['general', 'action']"
Monster Energy Supercross - The Official Videogame 2,PlayStation4,2019-02-05,72,52.0,MilestoneS.r.l,"racing,arcade,automobile",>4,20,19,2019,2,5,Mar,"['arcade', 'automobile', 'racing']"
Regalia: Of Men and Monarchs - Royal Edition,Switch,2018-04-12,72,61.0,PixelatedMilk,"strategy,turn-based,tactics",1,8,18,2018,4,12,Jue,"['turn-based', 'tactics', 'strategy']"
Block N Load,PC,2015-04-30,72,76.0,JagexGamesStudio,"modern,action,shooter,first-person,tactical",No info,10,28,2015,4,30,Jue,"['modern', 'first-person', 'shooter', 'action', 'tactical']"
Full Bore,PC,2014-05-06,72,69.0,WholeHogGames,"miscellaneous,puzzle,general,puzzle,general",No info,11,15,2014,5,6,Mar,"['general', 'puzzle', 'miscellaneous']"
The Last Federation,PC,2014-04-18,72,69.0,"ArcenGames,LLC","strategy,turn-based,sci-fi,general",No info,9,40,2014,4,18,Vie,"['sci-fi', 'general', 'turn-based', 'strategy']"
